job_id;crunchr_job_id;crunchr_employee_id;crunchr_person_id;crunchr_position_id;employee_id;position_id;first_name;last_name;gender;date_of_birth;date_in_service;date_in_position;fte;employee_status;employee_grade;title;position_grade;solid_line;dotted_line;business_unit_level0;business_unit_level1;business_unit_level2;business_unit_level3;functional_area_level0;functional_area_level1;functional_area_level2;functional_area_level3;location_level0;location_level1;location_level2;location_level3;contract_type;talent_status;potential;mobility;performance_status;retention_risk;retention_risk_reason;solid_line_layer;base_salary;currency;crunchr_reward_id;hire_type;leave_type;cost_center_level0;cost_center_level1;cost_center_level2;cost_center_level3;legal_entity_level0;legal_entity_level1;legal_entity_level2;legal_entity_level3
4568;;;;;4568;4568;Inoue;Vernon;F;1972-03-31;2006-05-02;2006-05-02;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4271;4189;Global;Sugar & Sweets;Icecream;Sorbet;Global;IT;System operations;;Global;North America;United States;New York City;Temporary;;Unknown;Regional;Medium;High;Personal Circumstances;;23051;USD;;;;Global;24492;244928;;Sugar & Sweets Holding;Internet trading inc;;
4569;;;;;4569;4569;Sharaku;Williams;M;1976-12-10;1993-08-01;1993-08-01;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4271;4189;Global;Sugar & Sweets;Candy;Caramel Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Intern Student;;Medium;Unknown;Unknown;None;None;;23292;EUR;;;;Global;24492;244928;;Sugar & Sweets Holding;Internet trading inc;;
4570;;;;;4570;4570;Lucia;Inouye;F;1966-12-01;1994-05-17;1994-05-17;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4271;4189;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Low;;;;23893;EUR;;;;Global;22794;227947;;Sugar & Sweets Holding;Internet trading inc;;
4571;;;;;4571;4571;Yasser;Gui-fei;M;1967-04-27;1992-10-27;1992-10-27;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4271;4189;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Almere;Permanent;;High;Unknown;Medium;Unknown;Unknown;;24164;EUR;;;;Global;22794;227945;;Sugar & Sweets Holding;Sweet company inc;;
4572;;;;;4572;4572;Ubaadah;Crowley;M;1979-12-01;2004-02-23;2004-02-23;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4272;4189;Global;Sugar & Sweets;Candy;Hard Candy;Global;IT;System operations;;Global;Europe;Netherlands;The Hague;Permanent;;Unknown;Unknown;Low;Unknown;Unknown;;24387;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Internet trading inc;;
4573;;;;;4573;4573;Marcelline;Zhao-ji;F;1980-02-13;2011-01-21;2011-01-21;0.6;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4272;4189;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;23575;EUR;;;;Global;24216;242161;;Sugar & Sweets Holding;Candy sugar store inc;;
4574;;;;;4574;4574;Devasthali;Toranzo Rodriguez  ;M;1972-05-20;2010-02-06;2010-02-06;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4272;4189;Global;Sugar & Sweets;Candy;Chewy Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Unknown;;High;Unknown;Unknown;;23410;EUR;;;;Global;24492;244924;;Sugar & Sweets Holding;Sweet company inc;;
4575;;;;;4575;4575;Sef;Ballo;M;1976-10-15;2006-01-26;2006-01-26;1;Active;Hay Grade 11;Database Administrator;Hay Grade 12;4272;4189;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;IT;System operations;;Global;Europe;Netherlands;Almere;Permanent;;Low;Global;Medium;Unknown;Unknown;;24986;EUR;;;;Global;22794;227949;;Sugar & Sweets Holding;Sweet company inc;;
4576;;;;;4576;4576;Binoy;Labyorteaux;M;1984-06-11;2009-06-29;2009-06-29;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4273;4189;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;IT;System operations;;Global;Europe;Netherlands;The Hague;Permanent;;High;Unknown;Unknown;High;Career;;23846;EUR;;;;Global;22794;227943;;Sugar & Sweets Holding;Sweet company inc;;
4577;;;;;4577;4577;Franklin;Schutte;M;1983-07-09;2009-07-10;2009-07-10;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4273;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;United Kingdom;Manchester;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;24786;GBP;;;;Global;22794;227941;;Sugar & Sweets Holding;Sweet company inc;;
4578;;;;;4578;4578;Irina;An;F;1979-07-20;2012-06-04;2012-06-04;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4273;4189;Global;Sugar & Sweets;Candy;Lollipops;Global;IT;System operations;;Global;North America;United States;New York City;Permanent;;Medium;Local;Medium;Medium;Other;;23362;USD;;;;Global;24492;244921;;Sugar & Sweets Holding;Internet trading inc;;
4579;;;;;4579;4579;Jameson;Nirumand;M;1981-10-06;2012-02-18;2012-02-18;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4273;4189;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;IT;System operations;;Global;North America;United States;New York City;Permanent;;Low;Regional;Medium;Unknown;Unknown;;24685;USD;;;;Global;24216;242164;;Sugar & Sweets Holding;Internet trading inc;;
4580;;;;;4580;4580;Khodadad;Bernal Pineda  ;M;1980-10-06;2008-04-24;2008-04-24;1;Active;Hay Grade 11;Database Administrator;Hay Grade 12;4274;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;United Kingdom;London;Permanent;;Medium;Unknown;Unknown;Unknown;Unknown;;23688;GBP;;;;Global;24216;242164;;Sugar & Sweets Holding;Internet trading inc;;
4581;;;;;4581;4581;Malcolm;Ashkenazi;M;1973-08-15;1988-07-31;1988-07-31;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4274;4189;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Rotterdam;Fixed Term;;Unknown;Unknown;Medium;High;Manager;;24486;EUR;;;;Global;22794;227945;;Sugar & Sweets Holding;Internet trading inc;;
4582;;;;;4582;4582;Eyup;Järvinen;M;1973-10-11;1998-02-08;1998-02-08;1;Active;Hay Grade 11;Database Administrator;Hay Grade 12;4274;4189;Global;Sugar & Sweets;Icecream;Gelato;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Regional;Medium;Unknown;Unknown;;24814;EUR;;;;Global;22794;227944;;Sugar & Sweets Holding;Internet trading inc;;
4583;;;;;4583;4583;Nabil;Garvin;M;1969-08-10;2003-11-01;2003-11-01;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4274;4189;Global;Sugar & Sweets;Candy;Hard Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Fixed Term;;Low;Regional;Medium;Low;Personal Circumstances;;23198;EUR;;;;Global;22794;227942;;Sugar & Sweets Holding;Candy sugar store inc;;
4584;;;;;4584;4584;Nam;Schnabel;M;1971-05-04;2006-04-27;2006-04-27;0.5;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4275;4189;Global;Sugar & Sweets;Candy;Chewy Candy;Global;IT;System operations;;Global;Europe;Spain;Madrid;Permanent;;Medium;Unknown;Low;Medium;Personal Circumstances;;24184;EUR;;;;Global;24492;244921;;Sugar & Sweets Holding;Candy sugar store inc;;
4585;;;;;4585;4585;Foday;Mckinney;M;1979-03-21;1997-09-30;1997-09-30;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4275;4189;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;IT;System operations;;Global;Europe;United Kingdom;Manchester;Permanent;;High;Regional;Low;High;Other;;23356;GBP;;;;Global;24216;242167;;Sugar & Sweets Holding;Candy sugar store inc;;
4586;;;;;4586;4586;Elizabeth;Ruggioni;F;1966-03-10;1993-10-10;1993-10-10;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4275;4189;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Intern Student;;High;Unknown;High;High;Personal Circumstances;;24501;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Candy sugar store inc;;
4587;;;;;4587;4587;Laura;Barbiusa;F;1987-06-03;2008-03-19;2008-03-19;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4275;4189;Global;Sugar & Sweets;Candy;Sour Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Local;Medium;Unknown;Unknown;;23564;EUR;;;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
4588;;;;;4588;4588;Shuang;Emanetolu;M;1972-09-19;2005-03-01;2005-03-01;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4276;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Spain;Bilbao;Permanent;;Medium;Unknown;Medium;High;Compensation;;23329;EUR;;;;Global;24216;242163;;Sugar & Sweets Holding;Candy sugar store inc;;
4589;;;;;4589;4589;Abu;Hida;M;1976-01-30;2013-02-18;2013-02-18;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4276;4189;Global;Sugar & Sweets;Candy;Licorice;Global;IT;System operations;;Global;Europe;Netherlands;The Hague;Permanent;;Low;Regional;Low;Medium;Career;;24576;EUR;;;;Global;24492;244923;;Sugar & Sweets Holding;Sweet company inc;;
4590;;;;;4590;4590;Nassir;Authie;M;1991-10-04;2010-10-15;2010-10-15;0.4;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4276;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Regional;Low;Unknown;Unknown;;25298;EUR;;;;Global;24216;242163;;Sugar & Sweets Holding;Candy sugar store inc;;
4591;;;;;4591;4591;Nicolaas;Abdelsatta;M;1971-03-06;2003-09-02;2003-09-02;0.4;Active;Hay Grade 11;Database Administrator;Hay Grade 12;4276;4189;Global;Sugar & Sweets;Candy;Licorice;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Unknown;Unknown;Unknown;None;None;;25409;EUR;;;;Global;24492;244921;;Sugar & Sweets Holding;Sweet company inc;;
4592;;;;;4592;4592;Patricia;Koskinen;F;1975-11-05;2001-10-19;2001-10-19;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4277;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;High;Unknown;Medium;Unknown;Unknown;;23775;EUR;;;;Global;24492;244924;;Sugar & Sweets Holding;Candy sugar store inc;;
4593;;;;;4593;4593;Amit;Brewer;M;1979-11-24;2004-12-31;2004-12-31;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4277;4189;Global;Sugar & Sweets;Candy;Sour Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Temporary;;High;;Unknown;Unknown;Unknown;;24518;EUR;;;;Global;24216;242161;;Sugar & Sweets Holding;Candy sugar store inc;;
4594;;;;;4594;4594;Jong;Hannawald;M;1978-10-06;2005-08-27;2005-08-27;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4277;4189;Global;Sugar & Sweets;Chocolate;White Chocolate;Global;IT;System operations;;Global;Europe;United Kingdom;Manchester;Permanent;;Medium;Local;Medium;Medium;Manager;;23500;GBP;;;;Global;22794;227942;;Sugar & Sweets Holding;Candy sugar store inc;;
4595;;;;;4595;4595;Tran;Malcah;F;1954-07-10;1974-01-21;1974-01-21;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4277;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Unknown;Unknown;Low;High;Personal Circumstances;;25002;EUR;;;;Global;24216;242169;;Sugar & Sweets Holding;Sweet company inc;;
4596;;;;;4596;4596;Alexei;Mizrachi;M;1978-01-11;2012-05-30;2012-05-30;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4278;4189;Global;Sugar & Sweets;Chocolate;Milk Chocolate;Global;IT;System operations;;Global;Europe;United Kingdom;Glasgow;Permanent;;Medium;Local;Medium;Medium;Personal Circumstances;;24866;GBP;;;;Global;24492;244923;;Sugar & Sweets Holding;Internet trading inc;;
4597;;;;;4597;4597;Tyler;Xi-tong;M;1974-06-29;2004-10-28;2004-10-28;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4278;4189;Global;Sugar & Sweets;Candy;Chewy Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Unknown;;Medium;High;Personal Circumstances;;23631;EUR;;;;Global;24492;244924;;Sugar & Sweets Holding;Internet trading inc;;
4598;;;;;4598;4598;Arasu;Hsui-ying;F;1970-09-08;1999-07-20;1999-07-20;0.4;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4278;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Netherlands;Rotterdam;Permanent;;Medium;Unknown;Medium;;;;25318;EUR;;;;Global;22794;227943;;Sugar & Sweets Holding;Candy sugar store inc;;
4599;;;;;4599;4599;Nabeela;Diop;F;1965-01-01;1988-05-29;1988-05-29;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4278;4189;Global;Sugar & Sweets;Candy;Bubbel Gum;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Regional;Low;Medium;Career;;23516;EUR;;;;Global;24492;244924;;Sugar & Sweets Holding;Internet trading inc;;
4600;;;;;4600;4600;Aden;Carbonell Orrego  ;M;1969-12-11;1999-01-21;1999-01-21;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4279;4189;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Global;Low;Unknown;Unknown;;25251;EUR;;;;Global;24492;244927;;Sugar & Sweets Holding;Candy sugar store inc;;
4601;;;;;4601;4601;Keegan;Cavallaro;M;1974-12-13;2005-03-23;2005-03-23;0.5;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4279;4189;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Global;Medium;Low;Compensation;;23388;EUR;;;;Global;24216;242162;;Sugar & Sweets Holding;Sweet company inc;;
4602;;;;;4602;4602;Marjolein;Hill;F;1979-12-17;2006-09-14;2006-09-14;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4279;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;North America;United States;New York City;Permanent;;Medium;Global;Medium;Unknown;Unknown;;24993;USD;;;;Global;24492;244929;;Sugar & Sweets Holding;Candy sugar store inc;;
4603;;;;;4603;4603;Kevin;Racz;M;1969-07-19;1989-12-29;1989-12-29;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4279;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;United Kingdom;Manchester;Permanent;;Medium;Unknown;Low;Medium;Manager;;23459;GBP;;;;Global;22794;227948;;Sugar & Sweets Holding;Candy sugar store inc;;
4604;;;;;4604;4604;Tibaldo;Shi-ting;M;1958-01-11;1981-05-19;1981-05-19;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4280;4189;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;IT;System operations;;Global;North America;United States;New York City;Permanent;;Medium;Regional;Low;Unknown;Unknown;;24559;USD;;;;Global;22794;227944;;Sugar & Sweets Holding;Internet trading inc;;
4605;;;;;4605;4605;Bryson;Morgenthau;M;1975-07-11;2011-10-03;2011-10-03;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4280;4189;Global;Sugar & Sweets;Icecream;Gelato;Global;IT;System operations;;Global;Europe;Spain;Madrid;Permanent;;Medium;Local;Low;Medium;Other;;23926;EUR;;;;Global;24216;242164;;Sugar & Sweets Holding;Sweet company inc;;
4606;;;;;4606;4606;Payton;Linesch;F;1985-06-01;2014-09-30;2014-09-30;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4280;4189;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;IT;System operations;;Global;Europe;Netherlands;The Hague;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;24600;EUR;;New hire;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
4607;;;;;4607;4607;Lamie;Moshe;M;1972-07-06;1995-06-10;1995-06-10;0.7;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4280;4189;Global;Sugar & Sweets;Candy;Sour Candy;Global;IT;System operations;;Global;North America;United States;Chicago;Intern Student;;Medium;Unknown;Low;Unknown;Unknown;;24063;USD;;;;Global;24216;242161;;Sugar & Sweets Holding;Candy sugar store inc;;
4608;;;;;4608;4608;Adriaan;Kuznetsov;M;1978-01-26;2007-12-30;2007-12-30;1;Active;Hay Grade 11;Database Administrator;Hay Grade 12;4281;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;Talent;High;Global;Low;Unknown;Unknown;;24191;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Internet trading inc;;
4609;;;;;4609;4609;Cleave;Lepore;M;1979-09-21;2006-07-01;2006-07-01;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4281;4189;Global;Sugar & Sweets;Cakes;Wedding Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;23854;EUR;;;;Global;24492;244925;;Sugar & Sweets Holding;Internet trading inc;;
4610;;;;;4610;4610;James;Odom;M;1995-02-14;2014-09-30;2014-09-30;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4281;4189;Global;Sugar & Sweets;Candy;Sour Candy;Global;IT;System operations;;Global;North America;United States;New York City;Permanent;;Low;Unknown;Unknown;Unknown;Unknown;;24130;USD;;New hire;;Global;24492;244929;;Sugar & Sweets Holding;Internet trading inc;;
4611;;;;;4611;4611;Jos;Cano;M;1964-01-06;1987-08-28;1987-08-28;1;Active;Hay Grade 11;Database Administrator;Hay Grade 12;4281;4189;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;Talent;High;Local;Medium;None;None;;23465;EUR;;;;Global;22794;227949;;Sugar & Sweets Holding;Sweet company inc;;
4612;;;;;4612;4612;Julie;Jin-Soon;F;1980-11-18;2006-07-24;2006-07-24;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4282;4189;Global;Sugar & Sweets;Icecream;Sorbet;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Fixed Term;;Unknown;Unknown;Medium;Medium;Compensation;;24672;EUR;;;;Global;24216;242167;;Sugar & Sweets Holding;Candy sugar store inc;;
4613;;;;;4613;4613;Judson;Mitchell;M;1996-05-26;2014-08-19;2014-08-19;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4282;4189;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;IT;System operations;;Global;North America;United States;New York City;Permanent;;Medium;Unknown;Medium;Unknown;Unknown;;23407;USD;;;;Global;22794;227946;;Sugar & Sweets Holding;Sweet company inc;;
4614;;;;;4614;4614;Boimah;El Sayed;M;1982-01-19;2010-03-14;2010-03-14;0.5;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4282;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Unknown;Low;Unknown;Unknown;;24097;EUR;;;;Global;24216;242164;;Sugar & Sweets Holding;Sweet company inc;;
4615;;;;;4615;4615;Julia;Garavini;F;1986-11-22;2013-04-10;2013-04-10;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4282;4189;Global;Sugar & Sweets;Cakes;Fruit Cakes;Global;IT;System operations;;Global;Europe;Netherlands;The Hague;Permanent;;Medium;Unknown;High;None;None;;23523;EUR;;;;Global;24216;242166;;Sugar & Sweets Holding;Internet trading inc;;
4616;;;;;4616;4616;Homayoon;Al-Mubi;M;1983-02-08;2013-07-25;2013-07-25;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4283;4189;Global;Sugar & Sweets;Icecream;Sorbet;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Global;High;Medium;Career;;24151;EUR;;;;Global;22794;227943;;Sugar & Sweets Holding;Internet trading inc;;
4617;;;;;4617;4617;Vladimir;Laine;M;1983-11-21;2000-04-28;2000-04-28;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4283;4189;Global;Sugar & Sweets;Chocolate;Dark Chocolate;Global;IT;System operations;;Global;Europe;Netherlands;Almere;Permanent;;Unknown;None;Medium;Unknown;Unknown;;24549;EUR;;;;Global;24216;242165;;Sugar & Sweets Holding;Candy sugar store inc;;
4618;;;;;4618;4618;Laura;Satoh;F;1974-05-26;2007-10-12;2007-10-12;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4283;4189;Global;Sugar & Sweets;Candy;Chewy Candy;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Medium;Local;Medium;Unknown;Unknown;;24835;EUR;;;;Global;24216;242168;;Sugar & Sweets Holding;Sweet company inc;;
4619;;;;;4619;4619;Girauda;Owens;M;1979-09-10;2005-02-18;2005-02-18;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4283;4189;Global;Sugar & Sweets;Candy;Chewy Candy;Global;IT;System operations;;Global;Europe;Netherlands;Rotterdam;Permanent;;High;Global;Medium;Medium;Compensation;;23241;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Candy sugar store inc;;
4620;;;;;4620;4620;Jayden;Yuhara;M;1981-05-28;2008-12-01;2008-12-01;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4284;4189;Global;Sugar & Sweets;Cakes;Chocolate Cakes;Global;IT;System operations;;Global;Europe;Netherlands;Almere;Permanent;;High;Regional;Medium;Unknown;Unknown;;23280;EUR;;;;Global;24492;244922;;Sugar & Sweets Holding;Internet trading inc;;
4621;;;;;4621;4621;Yoonus;Walker;M;1963-09-02;1988-06-07;1988-06-07;1;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4284;4189;Global;Sugar & Sweets;Candy;Lollipops;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;Unknown;Medium;Unknown;Unknown;;23427;EUR;;;;Global;24492;244929;;Sugar & Sweets Holding;Candy sugar store inc;;
4622;;;;;4622;4622;Derya;Mcneil;M;1980-12-02;2006-08-05;2006-08-05;1;Active;Hay Grade 11;Database Administrator;Hay Grade 12;4284;4189;Global;Sugar & Sweets;Candy;Organic Candy;Global;IT;System operations;;Global;Europe;Spain;Bilbao;Fixed Term;;Medium;Global;Medium;Low;Career;;24138;EUR;;;;Global;22794;227942;;Sugar & Sweets Holding;Candy sugar store inc;;
4623;;;;;4623;4623;Hilmi;Owens;M;1979-08-08;2005-09-28;2005-09-28;0.5;Active;Hay Grade 12;Database Administrator;Hay Grade 12;4284;4189;Global;Sugar & Sweets;Icecream;Gelato;Global;IT;System operations;;Global;Europe;Netherlands;Amsterdam;Permanent;Talent;High;;Low;;;;25327;EUR;;;;Global;24216;242167;;Sugar & Sweets Holding;Sweet company inc;;
4624;;;;;4624;4624;Dhuna;Jin-song;M;1971-12-20;2011-10-16;2014-07-02;1;Active;Hay Grade 22;Chief Financial Officer;Hay Grade 22;1;1;Global;Sugar & Sweets;;;Global;Finance;;;Global;Europe;Netherlands;Amsterdam;Permanent;;Low;None;Unknown;High;Career;;133455;EUR;;;;Global;22794;227947;;Sugar & Sweets Holding;Candy sugar store inc;;
